,epoch,batch loss,batch acc,train loss,train acc,val loss,val acc
0,0,0.009965234436094761,0.0,,,,
1,0,0.009934984147548676,0.0,,,,
2,0,0.007410614751279354,0.0,,,,
3,0,0.0063269357196986675,0.0,,,,
4,0,0.004149101674556732,0.0,,,,
5,0,0.003185102716088295,0.0,,,,
6,0,0.0030913902446627617,0.0,,,,
7,0,0.0024126681964844465,0.0,,,,
8,0,0.0017342258943244815,0.0,,,,
9,0,0.0015333069022744894,0.0,,,,
10,0,0.0012196180177852511,0.0,,,,
11,0,0.0010411047842353582,0.0,,,,
12,0,0.0005115256062708795,0.0,,,,
13,0,0.00039818999357521534,0.0,,,,
14,0,0.00030733412131667137,0.0,,,,
15,0,0.00026398716727271676,0.0,,,,
16,0,0.00020224391482770443,0.0,,,,
17,0,0.00019379240984562784,0.0,,,,
18,0,0.00021901527361478657,0.0,,,,
19,0,0.0002679470635484904,0.0,,,,
20,0,0.00023955453070811927,0.0,,,,
21,0,0.00022411007375922054,0.0,,,,
22,0,0.00025698443641886115,0.0,,,,
23,0,0.000192027393495664,0.0,,,,
24,0,0.0001966009585885331,0.0,,,,
25,0,0.00020127417519688606,0.0,,,,
26,0,0.0001631422055652365,0.0,,,,
27,0,0.0001402741763740778,0.0,,,,
28,0,0.00014393562742043287,0.0,,,,
29,0,0.00012350798351690173,0.0,,,,
30,0,9.835886885412037e-05,0.0,,,,
31,0,9.038635471370071e-05,0.0,,,,
32,0,7.168990123318508e-05,0.0,,,,
33,0,7.488344999728724e-05,0.0,,,,
34,0,7.357315917033702e-05,0.0,,,,
35,0,7.132759492378682e-05,0.0,,,,
36,0,8.01598871476017e-05,0.0,,,,
37,0,5.560008867178112e-05,0.0,,,,
38,0,8.185555634554476e-05,0.0,,,,
39,0,4.7609017201466486e-05,0.0,,,,
40,0,6.65082989144139e-05,0.0,,,,
41,0,5.1529255870264024e-05,0.0,,,,
42,0,4.292432276997715e-05,0.0,,,,
43,0,5.9326030168449506e-05,0.0,,,,
44,0,6.5667147282511e-05,0.0,,,,
45,0,5.454009078675881e-05,0.0,,,,
46,0,4.871025521424599e-05,0.0,,,,
47,0,4.839698885916732e-05,0.0,,,,
48,0,3.8991798646748066e-05,0.0,,,,
49,0,3.599183401092887e-05,0.0,,,,
50,0,3.57737771992106e-05,0.0,,,,
51,0,4.002552668680437e-05,0.0,,,,
52,0,3.7563146179309115e-05,0.0,,,,
53,0,4.3217918573645875e-05,0.0,,,,
54,0,2.969101842609234e-05,0.0,,,,
55,0,2.4764343834249303e-05,0.0,,,,
56,0,2.7405358196119778e-05,0.0,,,,
57,0,2.8604265025933273e-05,0.0,,,,
58,0,3.550003020791337e-05,0.0,,,,
59,0,3.466967973508872e-05,0.0,,,,
60,0,2.3406269974657334e-05,0.0,,,,
61,0,3.36596422130242e-05,0.0,,,,
62,0,2.4188400857383385e-05,0.0,,,,
63,0,3.3326843549730256e-05,0.0,,,,
64,0,2.83999033854343e-05,0.0,,,,
65,0,2.9004146199440584e-05,0.0,,,,
66,0,4.6143599320203066e-05,0.0,,,,
67,0,3.9893235225463286e-05,0.0,,,,
68,0,2.991611290781293e-05,0.0,,,,
69,0,2.2996038751443848e-05,0.0,,,,
70,0,2.7012261853087693e-05,0.0,,,,
71,0,2.787144148896914e-05,0.0,,,,
72,0,2.504940130165778e-05,0.0,,,,
73,0,2.2025193175068125e-05,0.0,,,,
74,0,2.12236845982261e-05,0.0,,,,
75,0,2.1443840523716062e-05,0.0,,,,
76,0,3.381953138159588e-05,0.0,,,,
77,0,1.8307153368368745e-05,0.0,,,,
78,0,2.032889096881263e-05,0.0,,,,
79,0,2.7573063562158495e-05,0.0,,,,
80,0,2.3019418222247623e-05,0.0,,,,
81,0,2.8549273338285275e-05,0.0,,,,
82,0,2.459765710227657e-05,0.0,,,,
83,0,3.6332021409180015e-05,0.0,,,,
84,0,2.264804243168328e-05,0.0,,,,
85,0,2.1641539206029847e-05,0.0,,,,
86,0,3.476079291431233e-05,0.0,,,,
87,0,2.490172664693091e-05,0.0,,,,
88,0,2.523805233067833e-05,0.0,,,,
89,0,2.3947593945194967e-05,0.0,,,,
90,0,1.7172384104924276e-05,0.0,,,,
91,0,2.917045094363857e-05,0.0,,,,
92,0,2.50878856604686e-05,0.0,,,,
93,0,2.480451439623721e-05,0.0,,,,
94,0,2.7142372346133925e-05,0.0,,,,
95,0,2.6336747396271676e-05,0.0,,,,
96,0,3.212306182831526e-05,0.0,,,,
97,0,2.0457309801713564e-05,0.0,,,,
98,0,2.626908644742798e-05,0.0,,,,
99,0,1.748457179928664e-05,0.0,,,,
100,0,2.1650028429576196e-05,0.0,,,,
101,0,1.8039127098745666e-05,0.0,,,,
102,0,2.5804534743656404e-05,0.0,,,,
103,0,2.7791007596533746e-05,0.0,,,,
104,0,1.7344795196549967e-05,0.0,,,,
105,0,1.5468305718968622e-05,0.0,,,,
106,0,3.0720791983185336e-05,0.0,,,,
107,0,1.3202633454056922e-05,0.0,,,,
108,0,2.3812815925339237e-05,0.0,,,,
109,0,1.4575883142242674e-05,0.0,,,,
110,0,2.101960126310587e-05,0.0,,,,
111,0,1.9148943465552293e-05,0.0,,,,
112,0,1.3217286323197186e-05,0.0,,,,
113,0,1.9333867385284975e-05,0.0,,,,
114,0,1.6507208783878013e-05,0.0,,,,
115,0,1.4454977645073086e-05,0.0,,,,
116,0,2.8189992008265108e-05,0.0,,,,
117,0,3.32595627696719e-05,0.0,,,,
118,0,1.5016901670605876e-05,0.0,,,,
119,0,1.264079037355259e-05,0.0,,,,
120,0,2.4438433683826588e-05,0.0,,,,
121,0,1.0419654245197307e-05,0.0,,,,
122,0,2.000734457396902e-05,0.0,,,,
123,0,2.2955680833547376e-05,0.0,,,,
124,0,1.3822164874000009e-05,0.0,,,,
125,0,1.7631266018725e-05,0.0,,,,
126,0,1.4455683412961662e-05,0.0,,,,
127,0,1.3120800758770201e-05,0.0,,,,
128,0,1.133502519223839e-05,0.0,,,,
129,0,1.2100405001547188e-05,0.0,,,,
130,0,1.1238720617257059e-05,0.0,,,,
131,0,1.25125479826238e-05,0.0,,,,
132,0,1.6040188711485825e-05,0.0,,,,
133,0,2.1919089704169892e-05,0.0,,,,
134,0,1.2787984815076925e-05,0.0,,,,
135,0,1.177439116872847e-05,0.0,,,,
136,0,1.4479504898190498e-05,0.0,,,,
137,0,1.907657497213222e-05,0.0,,,,
138,0,1.2149368558311835e-05,0.0,,,,
139,0,1.4184973224473651e-05,0.0,,,,
140,0,1.66974186868174e-05,0.0,,,,
141,0,1.4814786482020281e-05,0.0,,,,
142,0,1.0680217201297637e-05,0.0,,,,
143,0,9.89671843854012e-06,0.0,,,,
144,0,1.7608675989322364e-05,0.0,,,,
145,0,1.6326119293808006e-05,0.0,,,,
146,0,1.5287410860764794e-05,0.0,,,,
147,0,1.0911528079304844e-05,0.0,,,,
148,0,9.650879292166792e-06,0.0,,,,
149,0,1.4504567843687255e-05,0.0,,,,
150,0,1.1590790563786868e-05,0.0,,,,
151,0,1.0955996003758628e-05,0.0,,,,
152,0,1.947050441231113e-05,0.0,,,,
153,0,2.3672389943385497e-05,0.0,,,,
154,0,1.1963714314333629e-05,0.0,,,,
155,0,1.1590397662075702e-05,0.0,,,,
156,0,9.786496775632259e-06,0.0,,,,
157,0,8.756464012549259e-06,0.0,,,,
158,0,1.4149464732327033e-05,0.0,,,,
159,0,1.655292908253614e-05,0.0,,,,
160,0,1.0899456356128212e-05,0.0,,,,
161,0,1.075241652870318e-05,0.0,,,,
162,0,1.4362050023919437e-05,0.0,,,,
163,0,1.5331959730247036e-05,0.0,,,,
164,0,1.2462254744605161e-05,0.0,,,,
165,0,1.5620684280293062e-05,0.0,,,,
166,0,2.1014431695220992e-05,0.0,,,,
167,0,1.0156123607885092e-05,0.0,,,,
168,0,1.1326687854307238e-05,0.0,,,,
169,0,6.113342533353716e-05,0.0,,,,
170,0,1.0417761586722918e-05,0.0,,,,
171,0,1.4051481230126228e-05,0.0,,,,
172,0,9.806742127693724e-06,0.0,,,,
173,0,1.303248336625984e-05,0.0,,,,
174,0,9.569059329805896e-06,0.0,,,,
175,0,1.3921499885327648e-05,0.0,,,,
176,0,8.373359378310852e-06,0.0,,,,
177,0,1.4820973774476442e-05,0.0,,,,
178,0,1.1059176358685363e-05,0.0,,,,
179,0,9.286236490879674e-06,0.0,,,,
180,0,8.76281046657823e-06,0.0,,,,
181,0,8.615281331003644e-06,0.0,,,,
182,0,1.3969984138384461e-05,0.0,,,,
183,0,1.0634096724970732e-05,0.0,,,,
184,0,1.4521549019264057e-05,0.0,,,,
185,0,1.2249885912751779e-05,0.0,,,,
