,epoch,batch loss,batch acc,train loss,train acc,val loss,val acc
0,0,0.0028675352223217487,0.0,,,,
1,0,0.0027153866831213236,0.0,,,,
2,0,0.0022048079408705235,0.0,,,,
3,0,0.0027677493635565042,0.03125,,,,
4,0,0.0008540630806237459,0.0,,,,
5,0,0.0006911195814609528,0.0,,,,
6,0,0.0010060725035145879,0.0,,,,
7,0,0.0008887017029337585,0.0,,,,
8,0,0.0018167394446209073,0.0,,,,
9,0,0.0010435866424813867,0.0,,,,
10,0,0.0007767875213176012,0.0,,,,
11,0,0.0005643229815177619,0.0,,,,
12,0,0.0003495498967822641,0.0,,,,
13,0,0.0008886991417966783,0.0,,,,
14,0,0.0006427423213608563,0.0,,,,
15,0,0.0003284043923486024,0.0,,,,
16,0,0.0009277188801206648,0.0,,,,
17,0,0.0007646215381100774,0.0,,,,
18,0,0.0008682592306286097,0.0,,,,
19,0,0.0011278986930847168,0.0,,,,
20,0,0.001864782301709056,0.0,,,,
21,0,0.000779744063038379,0.0,,,,
22,0,0.00275778747163713,0.0,,,,
23,0,0.0018541495082899928,0.03125,,,,
24,0,0.0007242591236717999,0.0,,,,
25,0,0.0007311484660021961,0.0,,,,
26,0,0.0003265887498855591,0.0,,,,
27,0,0.0005586530896835029,0.0,,,,
28,0,0.000607161782681942,0.0,,,,
29,0,0.0006094699492678046,0.0,,,,
30,0,0.0008528236648999155,0.0,,,,
31,0,0.00037175073521211743,0.0,,,,
32,0,0.00024996657157316804,0.0,,,,
33,0,0.0001489699789090082,0.0,,,,
34,0,0.00014338102482724935,0.0,,,,
35,0,0.00010750987712526694,0.0,,,,
36,0,0.00027380959363654256,0.0,,,,
37,0,0.000186271543498151,0.0,,,,
38,0,0.00020923557167407125,0.0,,,,
39,0,0.0001517619821242988,0.0,,,,
40,0,9.314652561442927e-05,0.0,,,,
41,0,9.824109292821959e-05,0.0,,,,
42,0,0.00013567916175816208,0.0,,,,
43,0,0.00013632014452014118,0.0,,,,
44,0,9.007326298160478e-05,0.0,,,,
45,0,7.85525917308405e-05,0.0,,,,
46,0,0.00012257674825377762,0.0,,,,
47,0,6.1009519413346425e-05,0.0,,,,
48,0,7.431591075146571e-05,0.0,,,,
49,0,5.232180410530418e-05,0.0,,,,
50,0,5.132732621859759e-05,0.0,,,,
51,0,6.121695332694799e-05,0.0,,,,
52,0,4.574771082843654e-05,0.0,,,,
53,0,5.148317359271459e-05,0.0,,,,
54,0,4.447990795597434e-05,0.0,,,,
55,0,4.2388208385091275e-05,0.0,,,,
56,0,4.169446765445173e-05,0.0,,,,
57,0,3.663824827526696e-05,0.0,,,,
58,0,4.86813805764541e-05,0.0,,,,
59,0,3.418107735342346e-05,0.0,,,,
60,0,4.576139326673001e-05,0.0,,,,
61,0,4.0784689190331846e-05,0.0,,,,
62,0,4.229451951687224e-05,0.0,,,,
63,0,4.141118552070111e-05,0.0,,,,
64,0,3.2144307624548674e-05,0.0,,,,
65,0,3.686264608404599e-05,0.0,,,,
66,0,2.3047172362566926e-05,0.0,,,,
67,0,6.192446016939357e-05,0.0,,,,
68,0,4.541833550320007e-05,0.0,,,,
69,0,3.5937173379352316e-05,0.0,,,,
70,0,3.730049866135232e-05,0.0,,,,
71,0,4.704362072516233e-05,0.0,,,,
72,0,2.7455043891677633e-05,0.0,,,,
73,0,2.8657545044552535e-05,0.0,,,,
74,0,2.665862484718673e-05,0.0,,,,
75,0,2.6349534891778603e-05,0.0,,,,
76,0,2.081956154142972e-05,0.0,,,,
77,0,1.8324548364034854e-05,0.0,,,,
78,0,3.570386616047472e-05,0.0,,,,
79,0,3.237132477806881e-05,0.0,,,,
80,0,2.1625788576784544e-05,0.0,,,,
81,0,1.787749170034658e-05,0.0,,,,
82,0,2.4200795451179147e-05,0.0,,,,
83,0,2.384155595791526e-05,0.0,,,,
84,0,2.1745130652561784e-05,0.0,,,,
85,0,2.738177681749221e-05,0.0,,,,
86,0,1.629158214200288e-05,0.0,,,,
87,0,1.7263926565647125e-05,0.0,,,,
88,0,2.0092307750019245e-05,0.0,,,,
89,0,1.9595980120357126e-05,0.0,,,,
90,0,1.622665331524331e-05,0.0,,,,
91,0,2.8200131055200472e-05,0.0,,,,
92,0,1.4737640412931796e-05,0.03125,,,,
93,0,1.4135885976429563e-05,0.0,,,,
94,0,1.2216546565468889e-05,0.0,,,,
95,0,2.1518040739465505e-05,0.0,,,,
96,0,1.7458050933782943e-05,0.0,,,,
97,0,1.5732635802123696e-05,0.0,,,,
98,0,2.5596855266485363e-05,0.0,,,,
99,0,2.3825199605198577e-05,0.0,,,,
100,0,1.725215588521678e-05,0.0,,,,
101,0,1.6023614080040716e-05,0.0,,,,
102,0,1.674356644798536e-05,0.0,,,,
103,0,1.3087253137200605e-05,0.0,,,,
104,0,1.754423647071235e-05,0.0,,,,
105,0,1.2730856724374462e-05,0.0,,,,
106,0,1.3290354218042921e-05,0.0,,,,
107,0,1.3240933185443282e-05,0.0,,,,
108,0,9.76744013314601e-06,0.0,,,,
109,0,1.1827871276182123e-05,0.0,,,,
110,0,2.2030344553058967e-05,0.0,,,,
111,0,1.4246863429434597e-05,0.0,,,,
112,0,1.0318780368834268e-05,0.0,,,,
113,0,1.5668727428419515e-05,0.0,,,,
114,0,9.772094017534982e-06,0.0,,,,
115,0,1.1526639354997315e-05,0.0,,,,
