,epoch,batch loss,batch acc,train loss,train acc,val loss,val acc
0,0,0.004922471474856138,0.0,,,,
1,0,0.004040277097374201,0.0,,,,
2,0,0.003232871415093541,0.0,,,,
3,0,0.0023216481786221266,0.0,,,,
4,0,,,0.0036293170414865017,0.0,0.0008773766458034515,0.3
5,1,0.003338291309773922,0.0,,,,
6,1,0.003571153152734041,0.0,,,,
7,1,0.0026015727780759335,0.0,,,,
8,1,0.003790920367464423,0.0,,,,
9,1,,,0.00332548440201208,0.0,0.0008731354027986526,0.25
10,2,0.0015875156968832016,0.0,,,,
11,2,0.0023899879306554794,0.0,,,,
12,2,0.0024549777153879404,0.0,,,,
13,2,0.0019499456975609064,0.0,,,,
14,2,,,0.002095606760121882,0.0,0.0012097215512767434,0.2
15,3,0.0022855207789689302,0.0,,,,
16,3,0.002608275506645441,0.0,,,,
17,3,0.002129192231222987,0.0,,,,
18,3,0.001957169733941555,0.0,,,,
19,3,,,0.0022450395626947284,0.0,0.0008691186085343361,0.2
20,4,0.0019759524147957563,0.0,,,,
21,4,0.0021546673960983753,0.0,,,,
22,4,0.0015562605112791061,0.0,,,,
23,4,0.0013642840785905719,0.0,,,,
24,4,,,0.0017627911001909524,0.0,0.0008434985065832734,0.15
25,5,0.0013218092499300838,0.0,,,,
26,5,0.0008265080396085978,0.0,,,,
27,5,0.001282258192077279,0.0,,,,
28,5,0.0020036250352859497,0.0,,,,
29,5,,,0.0013585501292254776,0.0,0.0006259324727579951,0.2
30,6,0.0010860873153433204,0.0,,,,
31,6,0.0009561094921082258,0.0,,,,
32,6,0.0006838267436251044,0.0,,,,
33,6,0.000857238017488271,0.0,,,,
34,6,,,0.0008958153921412304,0.0,-3.0084827812970616e-05,0.25
35,7,0.0005593079258687794,0.0,,,,
36,7,0.0008953558863140643,0.0,,,,
37,7,0.0006799259572289884,0.0,,,,
38,7,0.0006035940023139119,0.0,,,,
39,7,,,0.000684545942931436,0.0,0.00047010864363983274,0.2
40,8,0.0003905215417034924,0.0,,,,
41,8,0.0005833397153764963,0.0,,,,
42,8,0.00042805535485967994,0.0,,,,
43,8,0.0008468691376037896,0.0,,,,
44,8,,,0.0005621964373858646,0.0,0.00018912929226644337,0.25
45,9,0.0003118255117442459,0.0,,,,
46,9,0.00023968718596734107,0.0,,,,
47,9,0.00044831534614786506,0.0,,,,
48,9,0.00029060582164675,0.0,,,,
49,9,,,0.0003226084663765505,0.0,0.00013345779734663665,0.15
50,10,0.0005083446158096194,0.0,,,,
51,10,0.0002948579494841397,0.0,,,,
52,10,0.0003147682291455567,0.0,,,,
53,10,0.0004921920481137931,0.0,,,,
54,10,,,0.00040254071063827723,0.0,0.00033138241269625723,0.2
55,11,0.0004102399980183691,0.0,,,,
56,11,0.0002783485979307443,0.0,,,,
57,11,0.00031508677056990564,0.0,,,,
58,11,0.00014558207476511598,0.0,,,,
59,11,,,0.00028731436032103375,0.0,0.0003821050049737096,0.1
60,12,0.00027654701261781156,0.0,,,,
61,12,0.00020526752632576972,0.0,,,,
62,12,0.0004788233491126448,0.0,,,,
63,12,0.0001380733447149396,0.0,,,,
64,12,,,0.0002746778081927914,0.0,0.0003991512639913708,0.15
65,13,0.0003790223563555628,0.0,,,,
66,13,0.00024782298714853823,0.0,,,,
67,13,0.0003006532497238368,0.0,,,,
68,13,0.0003222264349460602,0.0,,,,
69,13,,,0.0003124312570434995,0.0,0.000329632282955572,0.25
70,14,0.0002462415723130107,0.0,,,,
71,14,0.0002070891932817176,0.0,,,,
72,14,0.0003318679810035974,0.0,,,,
73,14,0.00022994168102741241,0.0,,,,
74,14,,,0.0002537851069064345,0.0,0.00029467494459822774,0.2
75,15,0.00021867890609428287,0.0,,,,
76,15,0.00017439009388908744,0.0,,,,
77,15,0.00022528179397340864,0.0,,,,
78,15,0.000969212269410491,0.0,,,,
79,15,,,0.0003968907658418175,0.0,7.385799835901707e-05,0.25
80,16,0.0003170215932186693,0.0,,,,
81,16,0.0002262065972900018,0.0,,,,
82,16,0.00014590709179174155,0.0,,,,
83,16,6.028146526659839e-05,0.0,,,,
84,16,,,0.00018735418689175276,0.0,0.00011225750495214015,0.1
85,17,0.00019889275426976383,0.0,,,,
86,17,0.00013534422032535076,0.0,,,,
87,17,0.0001775428536348045,0.0,,,,
88,17,0.00023956390214152634,0.0,,,,
89,17,,,0.00018783593259286135,0.0,0.00025260733673349023,0.15
90,18,0.0002327056135982275,0.0,,,,
91,18,0.00019012526900041848,0.0,,,,
92,18,0.00013337370182853192,0.0,,,,
93,18,6.622933142352849e-05,0.0,,,,
94,18,,,0.0001556084789626766,0.0,0.00021759301307611167,0.15
95,19,0.0002267759118694812,0.0,,,,
96,19,0.0001266163308173418,0.0,,,,
97,19,0.00013760828005615622,0.0,,,,
98,19,8.863092807587236e-05,0.0,,,,
99,19,,,0.0001449078627047129,0.0,9.655511530581862e-05,0.35
100,20,0.00015658601478207856,0.0,,,,
101,20,8.08265176601708e-05,0.0,,,,
102,20,0.00014351193385664374,0.0,,,,
103,20,8.788668492343277e-05,0.0,,,,
104,20,,,0.00011720278780558147,0.0,0.00014318901230581105,0.3
105,21,0.00017962249694392085,0.0,,,,
106,21,0.00018009127234108746,0.0,,,,
107,21,0.00010591158934403211,0.0,,,,
108,21,2.048868736892473e-05,0.0,,,,
109,21,,,0.00012152851149949129,0.0,0.00010628780728438869,0.1
110,22,7.557064964203164e-05,0.0,,,,
111,22,0.00019638797675725073,0.0,,,,
112,22,0.00021115921845193952,0.0,,,,
113,22,0.00013526550901588053,0.0,,,,
114,22,,,0.0001545958384667756,0.0,9.176676394417882e-05,0.2
115,23,0.00010809074592543766,0.0,,,,
116,23,6.282182584982365e-05,0.0,,,,
117,23,0.00016770754882600158,0.0,,,,
118,23,7.212770287878811e-05,0.0,,,,
119,23,,,0.00010268695587001275,0.0,0.00023473429610021412,0.05
120,24,0.00011641559103736654,0.0,,,,
121,24,0.00015863246517255902,0.0,,,,
122,24,0.00015875133976805955,0.0,,,,
123,24,0.0001718546263873577,0.0,,,,
124,24,,,0.0001514135055913357,0.0,0.0002721546625252813,0.0
